id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
73927,@USER @USER So what is the problem you are trying to advise of? Can't quite understand what you are trying to say !,problem try advise of ca not quite understand try say,2,0,0,0,NOT,,,10,23
97653,@USER Dam Lorna you are So So Sexy! Mmmmmm Gorgeous n Edible!!!,dam lorna sexy mmmmmm gorgeous n edible,1,0,0,0,NOT,,,7,12
97379,@USER @USER Google has evolved into something that belongs out of Stalinist Russia.   The Goolag needs to be decommissioned.,google evolve something belong stalinist russia goolag need decommission,2,0,0,0,NOT,,,9,19
98527,#Tories #Labour #GE2017 #Conservatives Conservatives URL knew Jeremy_Hunt had such language skills 👌🇬🇧🇯🇵  You'll want your sound on 🔊 URL,tories labour ge2017 conservatives conservatives know jeremy hunt language skills want sound,0,4,2,2,NOT,,,12,20
45172,@USER I see Antifa as a war on peaceful assembly,see antifa war peaceful assembly,1,0,0,0,NOT,,,5,10
23818,"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said....""",good liberals allow rapist continue serve federal district court victim continue suffer but you say you say,1,0,0,0,OFF,TIN,IND,17,24
60323,@USER #metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER  POSTER CHILD for USING Woman,metoo best weapon liberals no due process disgust woman ones use weapon shameful typical liberalism use emotions benefit poster child use woman,2,1,0,0,OFF,TIN,GRP,22,49
54373,@USER @USER I want to prove to him how actually retarded he is,want prove actually retard,2,0,0,0,OFF,TIN,IND,4,13
52907,@USER Pick me pls.,pick pls,1,0,0,0,NOT,,,2,4
75669,@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???,wtf miss here account hack get back run somebody care explain go here right say guy play live say dash berlin aka jeff happen,1,0,0,0,OFF,TIN,OTH,24,51
49307,"@USER @USER If the conservatives"" aren't standing up against Dumpster's unconstitutional and illegal activities, then they are just as complicit as he, and henceforth, supporting the tangerine toddler's policies and actions. FFS, be Americans before party loyalists. Or else we all lose.""",conservatives not stand dumpster s unconstitutional illegal activities complicit he henceforth support tangerine toddler s policies action ffs americans party loyalists else lose,2,0,0,0,NOT,,,23,42
39057,.@USER I urge you to stop Facebook from censoring conservatives. URL,urge stop facebook censor conservatives,1,0,1,0,NOT,,,5,11
47815,#DownwiththeDemocrats!!! #DemocratsHateAmerica #DemocratsAreDangerous #VoteDemsOut #VoteRedToSaveAmerica from the Loco Liberals &amp; TDS  Let All True #Conservatives &amp; ALL who chose to #WalkAway prove that #LiberalismIsAMentalDisorder and needs to squashed like a Bug!!! #VoteRed2018 URL,downwiththedemocrats democratshateamerica democratsaredangerous votedemsout voteredtosaveamerica loco liberals amp tds let true conservatives amp choose walkaway prove liberalismisamentaldisorder need squash like bug votered2018,0,9,1,0,OFF,UNT,,22,33
64441,@USER @USER fuck you. You are disgusting animals and your editor who approved the “news” is a bag of shit.,fuck you disgust animals editor approve news bag shit,2,0,0,0,OFF,TIN,GRP,9,20
52810,@USER iconic.,iconic,1,0,0,0,NOT,,,1,2
84285,@USER Yes she is URL,yes,1,0,1,0,NOT,,,1,5
45171,9 factory workers gunned down in Iowa City with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.,9 factory workers gun iowa city 20 gauge winchester pump action shotgun nra blame gun control laws,0,0,0,0,OFF,TIN,IND,17,19
48784,@USER 80 billion dollars and he is lazy.  No.  Its the puerto ricans that are lazy and corrupt.   The US should cut PR loose entirely,80 billion dollars lazy no puerto ricans lazy corrupt us cut pr loose entirely,1,0,0,0,NOT,,,14,25
82529,@USER Bengals v. Some sorry team looking for a butt whoopin’,bengals v sorry team look butt whoopin,1,0,0,0,OFF,TIN,OTH,7,11
90186,"@USER His frustration began to subside as he felt her hand upon his. The tone within her voice was some what soothing to him. It's been sometime having someone be there when in need the most. And that in itself is why no one is more important to me then you"" She is the center piece +)""",frustration begin subside felt hand upon his tone within voice soothe him sometime someone need most no one important you center piece,1,0,0,0,NOT,,,22,57
47583,@USER Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @USER triumph. You communists will not destroy the USA #MAGA,democ rat pull anita hill trick derail judge kavanaugh confirmation not work get triumph communists not destroy usa maga,2,1,0,0,OFF,TIN,GRP,19,31
66659,(Verge of collapse)The breaking of a wave cannot explain the whole sea.🤔I move too fast and break things. But i have always told myself Unless you are breaking… URL,verge collapse the break wave can not explain whole sea i move fast break things always tell unless break,0,0,1,2,NOT,,,19,29
49122,@USER Neither does antifa,neither antifa,1,0,0,0,NOT,,,2,4
33670,@USER Start by not tweeting pussy ass shit,start not tweet pussy ass shit,1,0,0,0,OFF,TIN,IND,6,8
71762,".@USER found"" the average american by demographics. I found 118 things that the Average American agrees on, from Bill Gates to Gun Control to driving skills.  URL URL",find average american demographics find 118 things average american agree on bill gate gun control drive skills,1,0,2,0,NOT,,,17,28
46785,@USER @USER @USER I have to thank the creator for finding me a bigger list of people to follow.  Perhaps now this person can do a search on ANTIFA and other Communists infecting youth.,thank creator find bigger list people follow perhaps person search antifa communists infect youth,3,0,0,0,NOT,,,14,34
63146,@USER @USER @USER Hahahaha ..  How lucky you are sor to witness din kakulitan LIVE and on the Spot ! Inggit me sir .  And Laugh your Pain ang Peg ni Capt. Barber  !  #PushAwardsMayWards,hahahaha lucky sor witness din kakulitan live spot inggit sir laugh pain ang peg ni capt barber pushawardsmaywards,3,1,0,0,NOT,,,18,35
97670,@USER Liberals are all Kookoo !!!,liberals kookoo,1,0,0,0,OFF,TIN,OTH,2,6
44524,#RSSReachesOut so called Liberals exposed ..Want talk with Terror State .. But Boycott RSS covention.,rssreachesout call liberals expose want talk terror state boycott rss covention,0,1,0,0,NOT,,,11,15
58412,Pigeon Girl can also send pigeons to poop on all MAGA hats.,pigeon girl also send pigeons poop maga hat,0,0,0,0,OFF,TIN,IND,8,12
54209,@USER can't fucking believe it.,not fuck believe it,1,0,0,0,OFF,UNT,,4,5
96815,@USER It's like a reading a leaflet from Antifa or BLM. Utter garbage.,like read leaflet antifa blm utter garbage,1,0,0,0,OFF,TIN,IND,7,13
30910,@USER She has no record on gun control. No thanks.,no record gun control no thank,1,0,0,0,NOT,,,6,10
79099,.@USER - we're counting on you to save the Conservatives from leading this country of ours from falling off the economic precipice that grows dangerously close!!  HELP!!,we re count save conservatives lead country fall economic precipice grow dangerously close help,1,0,0,0,NOT,,,14,27
91403,@USER And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂,god forbid already talk someone date get real mad like people reason sorry bout,1,0,0,2,NOT,,,14,30
53662,@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.,antifa upset w prof blas ford antifa group harrasses amp threaten people home,1,0,0,1,OFF,TIN,GRP,13,20
78216,@USER Eirc Holder: a friken idiot,eirc holder friken idiot,1,0,0,0,OFF,TIN,IND,4,6
65785,@USER Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it!,always think h ford level head guy guess not note ford climate change summer fall winter spring happen every year get it,1,0,0,0,NOT,,,22,26
55276,"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully""",serena bully threaten shove ball throat line judge 09 us open 2 point away lose semifinals dbl fault go ballistic penalize point lose match due threats bully,2,0,0,0,OFF,TIN,IND,27,57
33373,Her dog ate it. #VoteRed2018 #NoVoterFraud #NoCaliforniaDemocrats #BuildTheWall #NoSanctuaryCities #NoSafeSpaces #NOHOMELESSCITIZEN #NoAmnesty #NoPelosi #NoWaters #NoHarris #nonewsom #NoSchiff #NoLieu #NoFeinstien #NoVoterFraud #Walkaway #PatriotsUnited #MAGA #PardonMyFrench URL,dog eat it votered2018 novoterfraud nocaliforniademocrats buildthewall nosanctuarycities nosafespaces nohomelesscitizen noamnesty nopelosi nowaters noharris nonewsom noschiff nolieu nofeinstien novoterfraud walkaway patriotsunited maga pardonmyfrench,0,20,1,0,NOT,,,23,25
52415,@USER was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,literally talk lol mass shoot like set up propaganda use divide us major issue like gun control terrorism,1,0,0,0,OFF,TIN,GRP,18,31
63616,@USER Why are people exressing 'shock' at what a majority government does when in government? This is a fact of life. I.E: Check out what the Liberals both previously provincially and currently federally did and do. Hello.,people exressing shock majority government government fact life i e check liberals previously provincially currently federally do hello,1,0,0,0,NOT,,,18,37
99383,@USER I saw some shit today that made me want to @ her and politely ask her if I could be her stylist.... because I'm not here for these early 2000 bangle bracelets and unnecessary accessories like who's responsible? I have a few words. URL,saw shit today make want politely ask could stylist i m not early 2000 bangle bracelets unnecessary accessories like who s responsible word,1,0,1,0,OFF,TIN,IND,23,45
83092,@USER God help us all if she is,god help us,1,0,0,0,NOT,,,3,8
84329,@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER,plenty evidence guilty hill accuse since conf hear not guilty innocence get bench time diff now journalist not call white supremacy alt right antifa pick,3,0,0,2,NOT,,,25,48
90158,@USER @USER Is it being awarded by The Onion?,award onion,2,0,0,0,NOT,,,2,9
23098,@USER -Yogi Bear -Nick@USER &amp; Nickelodeon -FoodNetwork -HGTV -Ancient Aliens -Hallmark Channel  Next channel to surpass CNN in ratings: ESPN,yogi bear nick amp nickelodeon foodnetwork hgtv ancient alien hallmark channel next channel surpass cnn rat espn,2,0,0,0,NOT,,,17,20
94301,@USER Google stock wayyy up. Whats so bad with your Trump world #Google?,google stock wayyy up whats bad trump world google,1,1,0,0,NOT,,,9,13
17787,.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL,real goal make everyone wisconsin dumb be,1,0,1,0,OFF,TIN,IND,7,14
57816,@USER Without the prior existence of fascism Antifa would have no raison d'etre. End fascism and Antifa goes away.,without prior existence fascism antifa would no raison d etre end fascism antifa go away,1,0,0,0,NOT,,,15,19
95701,@USER Just know that she is in a better place,know better place,1,0,0,0,NOT,,,3,10
21894,@USER @USER @USER WTF Orrin Hatch: ‘Even if Kavanaugh committed rape 'it would be hard for senators not to consider who he is today',wtf orrin hatch even kavanaugh commit rape it would hard senators not consider today,3,0,0,1,NOT,,,14,24
57989,"@USER Entire audience""  Yeah, that's solid reporting.  LOL.""",entire audience yeah that s solid report lol,1,0,0,0,NOT,,,8,8
27502,@USER @USER @USER @USER So he is misogynistic cause his opinion is different?? I guess that makes you a bigot!,misogynistic cause opinion different guess make bigot,4,0,0,0,OFF,TIN,IND,7,20
